               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.024146,            0.018877,           0.0024496,             0.80083,             0.66821,              0.7517,             0.35987,            0.042576,            0.023173,           0.0062793,            0.002845,            0.002845,            0.002845
                 161,            0.024686,            0.016596,           0.0021804,             0.83246,             0.65582,             0.75962,             0.36194,            0.043009,            0.023395,           0.0060992,              0.0028,              0.0028,              0.0028
                 162,            0.024966,            0.017524,           0.0024328,             0.83222,             0.65731,             0.76355,             0.36262,            0.043565,            0.023698,           0.0061856,            0.002755,            0.002755,            0.002755
                 163,            0.026516,             0.01838,           0.0026512,             0.87253,             0.64467,              0.7629,             0.36312,             0.04262,            0.023788,            0.006073,             0.00271,             0.00271,             0.00271
                 164,            0.024231,            0.019169,           0.0022045,             0.77547,               0.704,             0.75673,             0.36052,            0.042708,            0.023989,           0.0060336,            0.002665,            0.002665,            0.002665
                 165,            0.023278,            0.016931,           0.0019044,             0.87298,             0.65229,             0.75775,             0.36472,             0.04268,            0.024173,           0.0057663,             0.00262,             0.00262,             0.00262
                 166,            0.022904,            0.017476,           0.0016797,             0.87839,              0.6454,             0.75573,             0.36719,            0.042884,            0.024214,           0.0056696,            0.002575,            0.002575,            0.002575
                 167,            0.022047,            0.016822,           0.0016484,             0.85263,             0.64852,             0.75979,             0.37098,            0.043029,            0.024525,           0.0056839,             0.00253,             0.00253,             0.00253
                 168,            0.022989,            0.017891,           0.0018739,             0.88805,             0.60517,              0.7452,             0.35545,            0.043143,            0.024763,           0.0056268,            0.002485,            0.002485,            0.002485
                 169,             0.02532,            0.017481,           0.0024832,             0.84893,             0.60841,             0.74171,             0.36525,            0.043028,            0.024554,           0.0057059,             0.00244,             0.00244,             0.00244
                 170,            0.024304,            0.017176,           0.0019221,             0.73426,             0.71189,              0.7565,             0.36461,            0.043447,            0.024342,           0.0059924,            0.002395,            0.002395,            0.002395
                 171,            0.024507,            0.016777,           0.0019982,             0.81924,             0.65773,             0.77284,             0.36759,            0.042885,            0.024208,           0.0062744,             0.00235,             0.00235,             0.00235
                 172,            0.023459,            0.016131,           0.0022022,              0.8941,             0.64581,             0.77792,             0.37395,            0.043254,            0.024231,           0.0065607,            0.002305,            0.002305,            0.002305
                 173,            0.023985,            0.016795,           0.0021823,             0.80179,               0.659,             0.76248,             0.36754,            0.043198,            0.023888,           0.0065381,             0.00226,             0.00226,             0.00226
                 174,            0.023835,            0.016427,           0.0020557,             0.78996,             0.66852,             0.75152,             0.36446,             0.04325,            0.023717,           0.0065085,            0.002215,            0.002215,            0.002215
                 175,            0.024175,            0.017607,           0.0022173,             0.84128,             0.62779,             0.74248,             0.35623,            0.043681,            0.024004,           0.0063159,             0.00217,             0.00217,             0.00217
                 176,            0.026001,            0.016138,           0.0025925,             0.73169,             0.72382,             0.75393,              0.3702,            0.043303,             0.02373,           0.0061505,            0.002125,            0.002125,            0.002125
                 177,            0.023793,            0.017342,           0.0021897,              0.7111,             0.73148,             0.75075,             0.35975,            0.042726,            0.023753,           0.0058408,             0.00208,             0.00208,             0.00208
                 178,            0.023767,            0.017726,           0.0022165,             0.80141,             0.64409,             0.74687,             0.36442,            0.042458,            0.023657,           0.0057599,            0.002035,            0.002035,            0.002035
                 179,            0.024132,            0.016449,            0.002087,             0.71081,             0.71884,             0.75344,             0.37227,            0.042588,            0.024128,           0.0057712,             0.00199,             0.00199,             0.00199
                 180,            0.024788,            0.016432,           0.0021735,             0.74957,             0.66917,             0.73303,             0.35802,            0.042854,            0.024657,           0.0058041,            0.001945,            0.001945,            0.001945
                 181,            0.024612,            0.018584,           0.0022109,             0.69883,             0.71312,             0.72703,             0.34842,            0.043272,            0.024959,           0.0061023,              0.0019,              0.0019,              0.0019
                 182,            0.022342,             0.01642,            0.002113,             0.79679,             0.63598,             0.72823,             0.35305,            0.043444,            0.024865,           0.0064124,            0.001855,            0.001855,            0.001855
                 183,            0.024467,            0.016921,           0.0025187,             0.78134,             0.65314,              0.7382,             0.35479,             0.04294,            0.024665,           0.0061862,             0.00181,             0.00181,             0.00181
                 184,            0.022435,            0.017957,           0.0016995,             0.79967,             0.67064,             0.74717,              0.3588,            0.042701,            0.024471,           0.0058719,            0.001765,            0.001765,            0.001765
                 185,            0.023299,            0.017494,           0.0020703,             0.79019,             0.65972,              0.7503,             0.35627,            0.042725,            0.024489,           0.0059619,             0.00172,             0.00172,             0.00172
                 186,            0.023705,            0.015732,           0.0020162,             0.77524,             0.68199,             0.76777,             0.36201,            0.042652,            0.024128,           0.0058737,            0.001675,            0.001675,            0.001675
                 187,            0.021509,            0.017581,           0.0018173,             0.81848,             0.66066,             0.75965,              0.3615,            0.043359,            0.024081,           0.0059158,             0.00163,             0.00163,             0.00163
                 188,            0.022567,            0.016674,            0.001935,             0.78134,             0.69132,             0.75877,             0.35868,            0.043767,            0.024226,           0.0058212,            0.001585,            0.001585,            0.001585
                 189,            0.024688,            0.015425,           0.0021623,             0.83972,             0.67328,             0.76283,              0.3627,            0.043918,            0.024343,           0.0059052,             0.00154,             0.00154,             0.00154
                 190,            0.024183,            0.017082,            0.002118,             0.79619,             0.69305,             0.75996,              0.3599,             0.04348,            0.024407,           0.0061819,            0.001495,            0.001495,            0.001495
                 191,            0.023567,            0.017423,           0.0018957,              0.7961,             0.70657,              0.7638,             0.36474,            0.043078,            0.024512,           0.0063544,             0.00145,             0.00145,             0.00145
                 192,            0.022321,            0.017364,             0.00183,              0.7712,             0.71171,             0.76153,             0.36341,            0.043259,            0.024891,            0.006394,            0.001405,            0.001405,            0.001405
                 193,            0.021733,            0.015506,           0.0022482,              0.7489,             0.72617,              0.7514,             0.37152,            0.043243,            0.025097,           0.0065451,             0.00136,             0.00136,             0.00136
                 194,            0.021784,            0.014728,           0.0020716,             0.74942,             0.68231,             0.74161,              0.3672,            0.043123,            0.025005,           0.0065994,            0.001315,            0.001315,            0.001315
                 195,            0.023149,            0.017666,           0.0018919,             0.75424,             0.67019,             0.74287,             0.36078,            0.043283,            0.025093,           0.0063956,             0.00127,             0.00127,             0.00127
                 196,            0.021185,            0.015422,           0.0016358,             0.73986,             0.71913,              0.7673,             0.36719,            0.042705,            0.024576,           0.0064676,            0.001225,            0.001225,            0.001225
                 197,            0.022566,            0.017199,           0.0018447,             0.75613,             0.71199,             0.76644,             0.36462,            0.042708,            0.024371,           0.0064395,             0.00118,             0.00118,             0.00118
                 198,             0.02414,            0.018484,           0.0022586,              0.8583,             0.63254,             0.77227,              0.3633,            0.042706,            0.024466,            0.006449,            0.001135,            0.001135,            0.001135
                 199,            0.021672,            0.016662,           0.0018389,              0.7766,             0.68866,             0.76826,             0.36991,            0.042886,            0.024789,           0.0064813,             0.00109,             0.00109,             0.00109
